시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
옥천 화인산림욕장,반려동물업,반려동반여행,여행지,충청북도,옥천군,안남면,화학리,700-1 번지,안남로,151-66 번,36.38237924,127.668312,29009.0,충청북도 옥천군 안남면 안남로 151-66,충청북도 옥천군 안남면 화학리 700-1,0507-1318-0308,http://www.fineforest.co.kr/,연중무휴,일출~일몰,Y,4000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
옥천금강수변 친수공원,반려동물업,반려동반여행,여행지,충청북도,옥천군,동이면,금암리,1139 번지,,,36.28453047,127.645492,29021.0,,충청북도 옥천군 동이면 금암리 1139,,https://m.place.naver.com/place/1216963907/home?entry=plt,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
옥천선사공원,반려동물업,반려동반여행,여행지,충청북도,옥천군,옥천읍,수북리,39 번지,지용로,340 번,36.31569266,127.610295,29028.0,충청북도 옥천군 옥천읍 지용로 340,충청북도 옥천군 옥천읍 수북리 39,043-730-4972,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
옥타곤펜션,반려동물업,반려동반여행,펜션,인천광역시,강화군,선원면,신정리,347-1 번지,더리미길,33-27 번,37.72052337,126.511862,23042.0,인천광역시 강화군 선원면 더리미길 33-27,인천광역시 강화군 선원면 신정리 347-1,,http://www.octagonps.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 미만,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
올레낭,반려동물업,반려동반여행,펜션,제주특별자치도,제주시,애월읍,소길리,766 번지,장소로,205 번,33.43484435,126.379982,63037.0,제주특별자치도 제주시 애월읍 장소로 205,제주특별자치도 제주시 애월읍 소길리 766,064-799-2384,정보없음,정보없음,정보없음,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,없음,2022-11-30
올레펜션,반려동물업,반려동반여행,펜션,경상북도,포항시 북구,청하면,월포리,90 번지,해안로2414번길,15-15 번,36.20745902,129.371304,37517.0,경상북도 포항시 북구 청하면 해안로2414번길 15-15,경상북도 포항시 북구 청하면 월포리 90,054-284-0225,https://blog.naver.com/olle4321,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,12kg 이하,제한사항 없음,Y,Y,애견 동반 펜션,"10,000원",2022-11-30
올레하우스,반려동물업,반려동반여행,펜션,제주특별자치도,제주시,구좌읍,행원리,3433-24 번지,덕행로,450-23 번,33.51327037,126.778444,63349.0,제주특별자치도 제주시 구좌읍 덕행로 450-23,제주특별자치도 제주시 구좌읍 행원리 3433-24,064-783-1152,http://www.sanbangolleh.com/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
올림픽공원,반려동물업,반려동반여행,여행지,서울특별시,송파구,방이동,,88 번지,올림픽로,424 번,37.5203397,127.115518,5540.0,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,02-410-1114,www.ksponco.or.kr/olympicpark,연중무휴,매일 05:00~22:00,Y,없음,Y,해당없음,소형/대형,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
올림픽공원,반려동물업,반려동반여행,여행지,경기도,수원시 권선구,권선동,,1012 번지,효원로256번길,16 번,37.26147429,127.028578,16571.0,경기도 수원시 권선구 효원로256번길 16,경기도 수원시 권선구 권선동 1012,031-228-4628,https://ksun.suwon.go.kr/submain_view.asp?TopID=sub05&MenuID=sub050301,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
옹진 펜션바다풍경,반려동물업,반려동반여행,펜션,인천광역시,옹진군,북도면,장봉리,144-5 번지,장봉로238번길,37 번,37.53272389,126.369644,23112.0,인천광역시 옹진군 북도면 장봉로238번길 37,인천광역시 옹진군 북도면 장봉리 144-5,,정보없음,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,소형,객실당 최대 2마리,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
와룡산,반려동물업,반려동반여행,여행지,경상남도,사천시,죽림동,,131 번지,새섬바위길,390-4 번,34.97394207,128.083253,52547.0,경상남도 사천시 새섬바위길 390-4,경상남도 사천시 죽림동 131,055-832-9610,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형,제한사항 없음,N,Y,관광지,없음,2022-11-30
와온해변,반려동물업,반려동반여행,여행지,전라남도,순천시,해룡면,상내리,619 번지,와온길,133 번,34.84587005,127.526065,58025.0,전라남도 순천시 해룡면 와온길 133,전라남도 순천시 해룡면 상내리 619,061-749-3107,https://www.suncheon.go.kr/tour/tourist/0008/0006/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
완도 리베라펜션,반려동물업,반려동반여행,펜션,전라남도,완도군,신지면,신리,530-18 번지,신지로,415 번,34.33542702,126.81238,59146.0,전라남도 완도군 신지면 신지로 415,전라남도 완도군 신지면 신리 530-18,0507-1310-4445,http://xn--oi2bm5b2zddyg8t1a.com/v2/default.html,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형,제한사항 없음,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
완도 용현이네 펜션,반려동물업,반려동반여행,펜션,전라남도,완도군,신지면,대곡리,1497 번지,대곡길,79-152 번,34.34271973,126.818853,59146.0,전라남도 완도군 신지면 대곡길 79-152,전라남도 완도군 신지면 대곡리 1497,,https://happyrho.modoo.at/,연중무휴,매일 14:00~11:00,Y,변동,Y,해당없음,소형,객실당 최대 2마리,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
완산칠봉꽃동산,반려동물업,반려동반여행,여행지,전라북도,전주시 완산구,동완산동,,124-1 번지,,,35.80856634,127.14674,55098.0,,전라북도 전주시 완산구 동완산동 산 124-1,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
완주 델루나펜션,반려동물업,반려동반여행,펜션,전라북도,완주군,소양면,황운리,1-10 번지,송광수만로,169 번,35.87641538,127.244166,55348.0,전라북도 완주군 소양면 송광수만로 169,전라북도 완주군 소양면 황운리 1-10,063-246-7134,http://www.delluna.kr/,연중무휴,매일 15:30~11:00,Y,변동,Y,해당없음,10kg 이하,제한사항 없음,Y,Y,애견 동반 펜션,"20,000원",2022-11-30
완주 들꽃펜션,반려동물업,반려동반여행,펜션,전라북도,완주군,운주면,산북리,405 번지,대둔산로,2100-8 번,36.10465037,127.336136,55300.0,전라북도 완주군 운주면 대둔산로 2100-8,전라북도 완주군 운주면 산북리 405,,http://www.dlkotps.net/,연중무휴,매일 14:00~12:00,Y,변동,Y,해당없음,10kg 미만,제한사항 없음,Y,Y,애견 동반 펜션,없음,2022-11-30
왕산해수욕장,반려동물업,반려동반여행,여행지,인천광역시,중구,을왕동,,810-98 번지,용유서로423번길,9-1 번,37.45584504,126.370654,22383.0,인천광역시 중구 용유서로423번길 9-1,인천광역시 중구 을왕동 810-98,032-777-1330,https://www.icjg.go.kr/tour/cttu0107a09#section1,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
왕인박사유적지,반려동물업,반려동반여행,여행지,전라남도,영암군,군서면,동구림리,17 번지,왕인로,440 번,34.75653038,126.629121,58434.0,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산 17,061-470-6643,https://www.yeongam.go.kr/home/historicalsite/wangin/yeongam.go,연중무휴,매일 09:00~18:00,Y,1000원,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
왕지벚꽃길,반려동물업,반려동반여행,여행지,경상남도,남해군,설천면,문의리,1009 번지,,,34.93593364,127.907032,52401.0,,경상남도 남해군 설천면 문의리 1009,055-860-8601,https://www.namhae.go.kr/tour/00008/00027/00315.web,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
왜목마을,반려동물업,반려동반여행,여행지,충청남도,당진시,석문면,교로리,844-31 번지,왜목길,8 번,37.04428019,126.52441,31700.0,충청남도 당진시 석문면 왜목길 8,충청남도 당진시 석문면 교로리 844-31,041-354-1713,http://www.waemok.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
외도 펠리스 펜션,반려동물업,반려동반여행,펜션,경상남도,거제시,일운면,와현리,398 번지,와현로,58 번,34.81512844,128.708029,53329.0,경상남도 거제시 일운면 와현로 58,경상남도 거제시 일운면 와현리 398,,http://oedopalace.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,5kg 이하,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수","10,000원",2022-11-30
외돌개,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,서홍동,,784-3 번지,남성로,56 번,33.24101157,126.546498,63594.0,제주특별자치도 서귀포시 남성로 56,제주특별자치도 서귀포시 서홍동 784-3,064-760-3192,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
외돌개,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,서홍동,,791 번지,,,33.24007687,126.545664,63594.0,,제주특별자치도 서귀포시 서홍동 791,064-760-3192,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
외암마을민박,반려동물업,반려동반여행,여행지,충청남도,아산시,송악면,외암리,203 번지,외암민속길9번길,13-2 번,36.73099203,127.01443,31557.0,충청남도 아산시 송악면 외암민속길9번길 13-2,충청남도 아산시 송악면 외암리 203,041-541-0848,http://www.oeam.co.kr/,연중무휴,매일 19:00~17:30,Y,2000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
요산공원,반려동물업,반려동반여행,여행지,전라북도,임실군,운암면,입석리,490-15 번지,,,35.63037732,127.154886,55904.0,,전라북도 임실군 운암면 입석리 490-15,063-640-2344,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
요선암 돌개구멍,반려동물업,반려동반여행,여행지,강원도,영월군,무릉도원면,무릉리,1056-1 번지,무릉법흥로,275-25 번,37.29688703,128.263026,26201.0,강원도 영월군 무릉도원면 무릉법흥로 275-25,강원도 영월군 무릉도원면 무릉리 1056-1,033-560-2379,http://www.paleozoicgp.com/bbs/content.php?co_id=sub02_3_1,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022-11-30
요천생태습지공원 애견놀이터,반려동물업,반려동반여행,여행지,전라북도,남원시,주생면,중동리,1009-48 번지,,,35.38408239,127.343847,55781.0,,전라북도 남원시 주생면 중동리 1009-48,063-620-5802,https://www.namwon.go.kr/index.do?menuCd=DOM_000000203004003004,매주 월요일,화~일 10:00~18:00,Y,없음,Y,해당없음,모두 가능,"전염질환, 미등록 동물, 인식표를 하지 않은 동물, 발정기인 경우 입장 불가, 목줄, 배변봉투",N,Y,"공원, 강아지놀이터, 13세 미만 보호자 동반 필수, 우천 시 휴장",없음,2022-11-30
요촌1어린이공원,반려동물업,반려동반여행,여행지,전라북도,김제시,요촌동,,576 번지,요촌서길,25 번,35.80535816,126.887582,54383.0,전라북도 김제시 요촌서길 25,전라북도 김제시 요촌동 576,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
요촌어린이공원,반려동물업,반려동반여행,여행지,전라북도,김제시,검산동,,1031 번지,요촌길,45 번,35.80595715,126.896113,54378.0,전라북도 김제시 요촌길 45,전라북도 김제시 검산동 1031,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
용곡공원,반려동물업,반려동반여행,여행지,충청남도,천안시 서북구,불당동,,1282-1 번지,공원로,109 번,36.7930584,127.098591,31168.0,충청남도 천안시 서북구 공원로 109,충청남도 천안시 서북구 불당동 1282-1,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
용궁사,반려동물업,반려동반여행,여행지,부산광역시,기장군,기장읍,시랑리,416-3 번지,용궁길,86 번,35.18823927,129.223246,46083.0,부산광역시 기장군 기장읍 용궁길 86,부산광역시 기장군 기장읍 시랑리 416-3,051-722-7744,http://www.yongkungsa.or.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형/중형,목줄,N,Y,관광지,없음,2022-11-30
용담댐조각공원,반려동물업,반려동반여행,여행지,전라북도,진안군,안천면,삼락리,1101-7 번지,,,35.94385792,127.529913,55406.0,,전라북도 진안군 안천면 삼락리 1101-7,063-430-4203,https://jinan.go.kr/tour/sub_1/?p=2&n=7,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
용두암,반려동물업,반려동반여행,여행지,제주특별자치도,제주시,용담이동,,483 번지,용두암길,15 번,33.51480359,126.511798,63152.0,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담이동 483,064-728-3917,http://www.visitjeju.net,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
용마랜드,반려동물업,반려동반여행,여행지,서울특별시,중랑구,망우동,,69-1 번지,망우로70길,118 번,37.59451469,127.10453,2180.0,서울특별시 중랑구 망우로70길 118,서울특별시 중랑구 망우동 산 69-1,02-436-5800,https://cafe.naver.com/yongmaland/,연중무휴,매일 10:00~18:00,Y,10000원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
용마폭포공원,반려동물업,반려동반여행,여행지,서울특별시,중랑구,면목동,,1382 번지,용마산로,250 번,37.57492985,127.088973,2257.0,서울특별시 중랑구 용마산로 250,서울특별시 중랑구 면목동 1382,02-2094-2965,https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
용문사,반려동물업,반려동반여행,여행지,경기도,양평군,용문면,신점리,618 번지,용문산로,782 번,37.55021797,127.570448,12510.0,경기도 양평군 용문면 용문산로 782,경기도 양평군 용문면 신점리 618,031-773-3797,http://www.yongmunsa.biz/,연중무휴,매일 00:00~24:00,Y,2500원,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022-11-30
용반들근린공원,반려동물업,반려동반여행,여행지,대전광역시,유성구,봉명동,,1025-1 번지,,,36.35204245,127.34229,34188.0,,대전광역시 유성구 봉명동 1025-1,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
용산가족공원,반려동물업,반려동반여행,여행지,서울특별시,용산구,서빙고동,,168-6 번지,서빙고로,137 번,37.52470224,126.97774,4383.0,서울특별시 용산구 서빙고로 137,서울특별시 용산구 용산동6가 168-6,02-792-5661,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022-11-30
용소웰빙공원,반려동물업,반려동반여행,여행지,부산광역시,기장군,기장읍,서부리,7-2 번지,,,35.24666131,129.204424,46059.0,,부산광역시 기장군 기장읍 서부리 산 7-2,051-709-4534,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
용지호수공원,반려동물업,반려동반여행,여행지,경상남도,창원시 성산구,용지동,,551-1 번지,용지로169번길,26 번,35.23207993,128.681023,51434.0,경상남도 창원시 성산구 용지로169번길 26,경상남도 창원시 성산구 용지동 551-1,055-212-4501,https://culture.changwon.go.kr/index.changwon?contentId=130&bbsId=BBSMSTR_000000000031&nttId=241&menuNo=11030000,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
